tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1476.00;62017785#0_1;60.44;13.81;1318.00;0.04;-13764247#1_0;5.10;0.00;tripinfo_1818;158.00;1818;0;1368.92;1.02;0.00;30.85;DEFAULT_VEHTYPE;;0;0.00
1476.00;8382358_0;39.82;6.96;1342.00;3.04;-150275986#1_0;5.10;0.00;tripinfo_1843;134.00;1843;0;914.80;0.94;0.00;16.44;DEFAULT_VEHTYPE;;0;0.00
1477.00;8382282#0_0;28.77;4.75;1068.00;0.36;-1024105863_0;5.10;0.00;tripinfo_1462;409.00;1462;0;3427.70;1.01;0.00;68.45;DEFAULT_VEHTYPE;;3;24.00
1477.00;175206104_0;94.46;8.23;1206.00;4.56;8152038_0;5.10;0.00;tripinfo_1652;271.00;1652;0;1534.11;1.03;0.00;89.67;DEFAULT_VEHTYPE;;4;38.00
1478.00;-1037986847_0;0.20;6.30;935.00;0.68;47027857#0_0;3.95;0.00;tripinfo_1281;543.00;1281;1;3650.14;1.14;0.00;162.44;DEFAULT_VEHTYPE;;8;57.00
1479.00;-31431101#5_0;17.82;8.49;1182.00;0.48;1150906866_0;5.10;0.00;tripinfo_1616;297.00;1616;0;1674.17;1.06;0.00;105.29;DEFAULT_VEHTYPE;;6;39.00
1479.00;4730631#1_0;69.43;8.11;1221.00;0.16;109993439_0;5.10;0.00;tripinfo_1672;258.00;1672;0;1799.18;0.98;0.00;36.25;DEFAULT_VEHTYPE;;1;1.00
1480.00;8152060#1_0;50.25;7.61;1412.00;0.08;31449018_0;5.10;0.00;tripinfo_1936;68.00;1936;0;495.60;1.00;0.00;7.53;DEFAULT_VEHTYPE;;0;0.00
1481.00;40493501#2_0;21.30;8.33;1250.00;0.44;591680761#0_0;5.10;0.00;tripinfo_1723;231.00;1723;0;1597.17;1.04;0.00;34.66;DEFAULT_VEHTYPE;;0;0.00
1481.00;-150275986#3_0;11.62;9.59;1268.00;0.00;856293285#0_0;5.10;0.00;tripinfo_1750;213.00;1750;0;2295.16;1.15;0.00;31.34;DEFAULT_VEHTYPE;;1;8.00
1481.00;781650841_0;77.95;13.60;1297.00;0.20;327412184_0;5.10;0.00;tripinfo_1790;184.00;1790;0;1083.19;1.00;0.00;54.94;DEFAULT_VEHTYPE;;3;7.00
1482.00;14118785#1_0;95.44;7.12;1208.00;0.32;-36786443#2_0;5.10;0.00;tripinfo_1669;274.00;1669;1;1652.28;0.93;0.00;57.45;DEFAULT_VEHTYPE;;2;26.00
1482.00;36786443#0_0;160.05;6.22;1445.00;0.28;-36786445#2_0;5.10;0.00;tripinfo_2001;37.00;2001;0;209.05;0.82;0.00;5.50;DEFAULT_VEHTYPE;;0;0.00
1483.00;-150276003#1_0;86.27;7.34;1259.00;0.60;945224009_0;5.10;0.00;tripinfo_1745;224.00;1745;0;1193.98;1.03;0.00;84.48;DEFAULT_VEHTYPE;;2;48.00
1485.00;-47426244#2_0;60.41;8.18;824.00;4.88;31427257#7_0;5.10;0.00;tripinfo_1121;661.00;1121;0;3311.04;1.02;0.00;347.87;DEFAULT_VEHTYPE;;2;307.00
1485.00;524150311#1_0;52.20;6.95;979.00;0.92;237344387_0;5.10;0.00;tripinfo_1339;506.00;1339;0;2727.48;0.89;0.00;127.06;DEFAULT_VEHTYPE;;4;72.00
1486.00;14118785#0_0;50.43;6.31;979.00;0.12;183370113#0_0;0.42;0.00;tripinfo_1354;507.00;1354;1;3091.21;0.86;0.00;80.97;DEFAULT_VEHTYPE;;2;22.00
1488.00;8382307#1_0;3.39;6.85;1319.00;3.72;414404581#0_0;5.10;0.00;tripinfo_1824;169.00;1824;0;1189.48;0.98;0.00;21.56;DEFAULT_VEHTYPE;;0;0.00
1488.00;8382279#1_0;93.13;8.56;1360.00;0.80;121794822#5_0;5.10;0.00;tripinfo_1860;128.00;1860;0;523.41;1.08;0.00;26.54;DEFAULT_VEHTYPE;;1;1.00
1489.00;496872852_0;139.31;5.96;851.00;0.52;-236306864#4_0;5.10;0.00;tripinfo_1159;638.00;1159;0;3129.98;0.74;0.00;250.98;DEFAULT_VEHTYPE;;5;183.00
1489.00;-150275972_0;101.07;9.12;1225.00;0.96;40493501#2_0;5.10;0.00;tripinfo_1682;264.00;1682;0;1788.75;1.22;0.00;87.13;DEFAULT_VEHTYPE;;3;26.00
1491.00;-654207127#1_0;72.74;2.43;1410.00;0.84;-145550725#1_0;5.10;0.00;tripinfo_1953;81.00;1953;0;194.83;1.11;0.00;17.77;DEFAULT_VEHTYPE;;0;0.00
1492.00;396926515_0;1.87;7.83;1002.00;0.32;1156329248_0;5.10;0.00;tripinfo_1369;490.00;1369;0;3136.12;1.02;0.00;212.82;DEFAULT_VEHTYPE;;4;127.00
1492.00;231945290#2_0;74.14;7.60;1251.00;10.68;-239923867#1_0;5.10;0.00;tripinfo_1706;241.00;1706;0;806.32;0.97;0.00;140.61;DEFAULT_VEHTYPE;;3;114.00
1493.00;-8382368#2_0;151.97;7.78;1404.00;0.16;-1083809476#2_0;5.10;0.00;tripinfo_1922;89.00;1922;0;573.87;1.02;0.00;23.73;DEFAULT_VEHTYPE;;1;8.00
1496.00;14118785#0_0;50.43;7.11;1198.00;0.36;8385415#1_0;5.10;0.00;tripinfo_1662;298.00;1662;0;1489.48;1.00;0.00;105.80;DEFAULT_VEHTYPE;;4;59.00
1496.00;-524150311#1_0;52.20;8.12;1428.00;0.60;-654207127#5_0;5.10;0.00;tripinfo_1970;68.00;1970;0;304.83;1.04;0.00;12.67;DEFAULT_VEHTYPE;;0;0.00
1497.00;-265113917#1_0;48.07;8.76;748.00;0.76;653443701_0;5.10;0.00;tripinfo_1017;749.00;1017;1;4069.47;1.10;0.00;399.10;DEFAULT_VEHTYPE;;11;270.00
1502.00;62020321_0;201.46;11.39;1025.00;0.92;-36786445#2_0;5.10;0.00;tripinfo_1414;477.00;1414;1;3277.47;0.86;0.00;70.48;DEFAULT_VEHTYPE;;3;10.00
1503.00;65583364_0;49.29;7.03;1301.00;0.44;4690691_0;5.10;0.00;tripinfo_1798;202.00;1798;0;1313.75;0.92;0.00;21.15;DEFAULT_VEHTYPE;;0;0.00
1505.00;220267108#0_0;46.13;8.92;537.00;0.80;875759959_0;5.10;0.00;tripinfo_735;968.00;735;0;1929.72;1.18;0.00;780.24;DEFAULT_VEHTYPE;;5;690.00
1505.00;96018881#0_0;97.29;8.02;1219.00;3.72;781742860#6_0;5.10;0.00;tripinfo_1674;286.00;1674;1;1123.51;1.05;0.00;156.59;DEFAULT_VEHTYPE;;5;112.00
1505.00;47426244#1_0;25.56;9.48;1355.00;0.84;-781650841_0;5.10;0.00;tripinfo_1853;150.00;1853;0;1147.26;1.22;0.00;41.67;DEFAULT_VEHTYPE;;1;2.00
1505.00;510692962#0_0;31.52;8.26;1360.00;0.72;879483837_0;5.10;0.00;tripinfo_1874;145.00;1874;0;1263.74;1.02;0.00;38.77;DEFAULT_VEHTYPE;;2;13.00
1505.00;628782530_0;3.16;4.21;1406.00;0.32;413722450_0;5.10;0.00;tripinfo_1944;99.00;1944;0;820.46;0.99;0.00;15.57;DEFAULT_VEHTYPE;;0;0.00
1506.00;781742860#6_0;113.31;6.24;1107.00;0.56;-524150311#0_0;5.10;0.00;tripinfo_1527;399.00;1527;0;2172.94;0.82;0.00;76.24;DEFAULT_VEHTYPE;;2;27.00
1510.00;-17670100#4_0;87.81;8.42;972.00;0.96;653443701_0;5.10;0.00;tripinfo_1332;538.00;1332;1;3555.73;1.12;0.00;174.38;DEFAULT_VEHTYPE;;4;50.00
1510.00;7682866#2_0;23.46;7.52;1160.00;0.52;654207120_0;0.20;0.00;tripinfo_1584;350.00;1584;0;1984.98;0.96;0.00;66.50;DEFAULT_VEHTYPE;;0;0.00
1510.00;-32200291_0;88.07;8.26;1273.00;0.40;162611854#1_0;0.20;0.00;tripinfo_1755;237.00;1755;0;1786.88;1.11;0.00;50.87;DEFAULT_VEHTYPE;;2;14.00
1510.00;691307157_0;33.05;5.14;1328.00;0.60;4730627#0_0;5.10;0.00;tripinfo_1820;182.00;1820;1;1394.63;1.07;0.00;21.46;DEFAULT_VEHTYPE;;0;0.00
1511.00;8384905#0_0;74.73;6.46;1351.00;0.04;-47426244#0_0;5.10;0.00;tripinfo_1868;160.00;1868;0;964.89;0.86;0.00;24.36;DEFAULT_VEHTYPE;;1;5.00
1512.00;-8140197#2_0;78.81;9.37;1455.00;0.08;198077805#2_0;5.10;0.00;tripinfo_2011;57.00;2011;0;463.85;1.13;0.00;15.88;DEFAULT_VEHTYPE;;1;2.00
1514.00;400062408_0;91.04;8.22;1228.00;0.20;450186403_0;5.10;0.00;tripinfo_1690;286.00;1690;1;2013.61;1.01;0.00;28.80;DEFAULT_VEHTYPE;;0;0.00
1516.00;567036034_0;158.55;8.42;560.00;0.72;13764245#0_0;5.10;0.00;tripinfo_749;956.00;749;1;2770.99;1.04;0.00;638.42;DEFAULT_VEHTYPE;;3;586.00
1516.00;14858642#1_0;62.44;14.16;1130.00;0.36;1307684785#0_0;5.10;0.00;tripinfo_1562;386.00;1562;0;2531.65;1.04;0.00;92.51;DEFAULT_VEHTYPE;;5;35.00
1516.00;-4426076#0_0;30.91;6.90;1340.00;0.48;4726680_0;5.10;0.00;tripinfo_1841;176.00;1841;0;1230.13;0.98;0.00;34.27;DEFAULT_VEHTYPE;;1;8.00
1516.00;150275971_0;13.55;8.61;1392.00;4.12;1307684785#0_0;5.10;0.00;tripinfo_1904;124.00;1904;0;953.92;1.10;0.00;15.23;DEFAULT_VEHTYPE;;0;0.00
1519.00;4730637#2_0;39.04;9.11;1400.00;0.00;-40493501#1_0;5.10;0.00;tripinfo_1925;119.00;1925;1;888.25;1.18;0.00;27.16;DEFAULT_VEHTYPE;;2;2.00
1520.00;31427257#5_0;66.35;13.67;980.00;0.44;231475823#0_0;5.10;0.00;tripinfo_1348;540.00;1348;0;2256.74;1.07;0.00;352.80;DEFAULT_VEHTYPE;;4;294.00
1520.00;523287556_0;11.61;7.22;1160.00;0.56;-121794825#2_0;5.10;0.00;tripinfo_1602;360.00;1602;0;1967.35;0.96;0.00;64.73;DEFAULT_VEHTYPE;;2;14.00
1521.00;31519076#1_0;56.60;4.62;1149.00;0.76;13853661#2_0;5.10;0.00;tripinfo_1592;372.00;1592;1;2093.93;1.00;0.00;76.05;DEFAULT_VEHTYPE;;3;21.00
1522.00;31520175#0_0;50.30;7.88;485.00;0.16;14626329#0_0;5.10;0.00;tripinfo_647;1037.00;647;1;2698.52;0.95;0.00;706.71;DEFAULT_VEHTYPE;;5;639.00
1524.00;-1106583870_0;89.79;7.58;1378.00;0.00;-32200291_0;5.10;0.00;tripinfo_1900;146.00;1900;0;986.93;0.95;0.00;20.36;DEFAULT_VEHTYPE;;0;0.00
1525.00;4726679#0_0;136.33;8.76;1472.00;0.24;29023870#0_0;5.10;0.00;tripinfo_2033;53.00;2033;0;410.73;1.17;0.00;10.69;DEFAULT_VEHTYPE;;0;0.00
1526.00;720012595#0_0;96.25;7.81;1159.00;0.04;-480937385_0;5.10;0.00;tripinfo_1593;367.00;1593;0;2525.25;1.05;0.00;81.15;DEFAULT_VEHTYPE;;2;36.00
1526.00;31449007_0;69.16;6.10;1335.00;0.92;-36786444#2_0;5.10;0.00;tripinfo_1839;191.00;1839;0;1045.45;0.86;0.00;36.89;DEFAULT_VEHTYPE;;2;10.00
1526.00;13654337_0;138.86;12.42;1354.00;0.56;1263793722#0_0;5.10;0.00;tripinfo_1852;172.00;1852;0;1687.74;0.97;0.00;24.26;DEFAULT_VEHTYPE;;1;6.00
1527.00;628757206#0_0;103.93;7.39;771.00;0.76;14471542#11_0;5.10;0.00;tripinfo_1042;756.00;1042;1;4995.37;0.92;0.00;157.16;DEFAULT_VEHTYPE;;8;62.00
1528.00;220137286#2_0;16.52;7.99;918.00;0.48;31414790#0_0;5.10;0.00;tripinfo_1266;610.00;1266;1;4308.20;1.02;0.00;109.30;DEFAULT_VEHTYPE;;4;11.00
1528.00;628755544#2_0;48.84;6.58;1275.00;0.32;1287393212#0_0;5.10;0.00;tripinfo_1769;253.00;1769;0;2070.78;0.91;0.00;59.20;DEFAULT_VEHTYPE;;3;27.00
1530.00;-40493501#0_0;24.57;8.50;1118.00;0.88;616545123_0;5.10;0.00;tripinfo_1546;412.00;1546;1;2541.92;1.03;0.00;61.57;DEFAULT_VEHTYPE;;0;0.00
1530.00;4441059#1_0;10.66;13.60;1181.00;0.72;410939626_0;0.20;0.00;tripinfo_1624;349.00;1624;0;3462.02;0.98;0.00;66.04;DEFAULT_VEHTYPE;;2;27.00
1530.00;-23084282_0;171.91;8.06;1272.00;0.44;70724346#2_0;5.10;0.00;tripinfo_1748;258.00;1748;0;1859.19;1.01;0.00;34.62;DEFAULT_VEHTYPE;;1;1.00
1530.00;4730647#0_0;19.46;7.73;1501.00;3.12;231945290#3_0;5.10;0.00;tripinfo_2054;29.00;2054;0;163.13;1.01;0.00;8.74;DEFAULT_VEHTYPE;;1;1.00
1533.00;-8250533#1_0;168.83;6.98;691.00;0.52;-9387033#3_0;5.10;0.00;tripinfo_934;842.00;934;1;4287.33;0.99;0.00;411.28;DEFAULT_VEHTYPE;;7;288.00
1533.00;628781004#0_0;61.24;6.51;1291.00;0.80;8382359_0;5.10;0.00;tripinfo_1785;242.00;1785;0;807.15;1.11;0.00;140.48;DEFAULT_VEHTYPE;;1;122.00
1534.00;4730631#1_0;69.43;7.54;708.00;0.12;240549300#2_0;5.10;0.00;tripinfo_979;826.00;979;1;2757.10;1.02;0.00;526.28;DEFAULT_VEHTYPE;;3;456.00
1534.00;31428221#0_0;91.98;8.10;1308.00;3.96;19846527#2_0;5.10;0.00;tripinfo_1807;226.00;1807;0;1640.85;1.11;0.00;50.46;DEFAULT_VEHTYPE;;1;8.00
1535.00;159636083#2_0;0.20;6.03;570.00;0.04;8144186#0_0;5.10;0.00;tripinfo_768;965.00;768;0;1135.72;0.96;0.00;813.66;DEFAULT_VEHTYPE;;8;758.00
1535.00;-781650841_0;71.98;13.64;1089.00;3.80;856293282_0;0.20;0.00;tripinfo_1485;446.00;1485;0;2648.65;1.01;0.00;198.74;DEFAULT_VEHTYPE;;3;103.00
1536.00;31448937#0_0;69.76;7.05;471.00;0.32;1263954923_0;0.20;0.00;tripinfo_644;1065.00;644;1;1763.18;0.93;0.00;835.51;DEFAULT_VEHTYPE;;4;792.00
1536.00;-14118784#0_0;104.44;7.57;1401.00;0.52;231483313#0_0;5.10;0.00;tripinfo_1934;135.00;1934;0;1027.44;1.05;0.00;16.32;DEFAULT_VEHTYPE;;0;0.00
1538.00;31412878_0;156.52;6.02;1354.00;0.12;5450860#3_0;5.10;0.00;tripinfo_1879;184.00;1879;0;1307.35;1.11;0.00;33.54;DEFAULT_VEHTYPE;;1;3.00
1539.00;14108392_0;0.20;11.87;1257.00;0.12;-510702678#1_0;5.10;0.00;tripinfo_1729;282.00;1729;0;1998.45;0.92;0.00;91.33;DEFAULT_VEHTYPE;;1;66.00
1540.00;-150275984#4_0;31.88;7.65;1352.00;0.20;162611854#0_0;5.10;0.00;tripinfo_1865;188.00;1865;0;1359.47;0.99;0.00;31.21;DEFAULT_VEHTYPE;;1;6.00
1540.00;8382393#3_0;101.76;7.53;1367.00;0.00;40493386#0_0;5.10;0.00;tripinfo_1875;173.00;1875;0;1128.43;0.96;0.00;34.12;DEFAULT_VEHTYPE;;2;4.00
1542.00;159636082_0;0.20;5.08;313.00;0.40;720012594#0_0;5.10;0.00;tripinfo_430;1229.00;430;0;2603.65;0.83;0.00;935.81;DEFAULT_VEHTYPE;;6;890.00
1543.00;-654207127#3_0;12.67;2.29;1147.00;0.84;-524150326_0;5.10;0.00;tripinfo_1578;396.00;1578;0;2150.65;1.02;0.00;74.15;DEFAULT_VEHTYPE;;2;7.00
1543.00;198077804#0_0;126.29;12.31;1456.00;0.16;-27882429#2_0;5.10;0.00;tripinfo_1997;87.00;1997;0;566.73;0.92;0.00;18.77;DEFAULT_VEHTYPE;;1;2.00
1544.00;-8382358_0;40.16;6.94;1036.00;0.12;395073288#0_0;5.10;0.00;tripinfo_1429;508.00;1429;0;2778.42;0.93;0.00;233.45;DEFAULT_VEHTYPE;;5;141.00
1545.00;-654207120_0;0.20;2.54;860.00;0.20;47027857#0_0;3.95;0.00;tripinfo_1190;685.00;1190;1;5450.21;1.00;0.00;148.59;DEFAULT_VEHTYPE;;5;55.00
1546.00;65583364_0;49.29;7.55;1183.00;0.04;403882372_0;0.20;0.00;tripinfo_1618;363.00;1618;1;2101.05;0.98;0.00;59.97;DEFAULT_VEHTYPE;;2;13.00
1547.00;4422176_0;179.82;13.57;1242.00;32.48;-524150342_0;0.20;0.00;tripinfo_1666;305.00;1666;1;2725.81;1.07;0.00;40.64;DEFAULT_VEHTYPE;;2;11.00
1548.00;-8382443_0;168.16;7.24;1322.00;0.20;1098324353_0;0.20;0.00;tripinfo_1815;226.00;1815;0;1689.35;1.02;0.00;25.46;DEFAULT_VEHTYPE;;0;0.00
1551.00;121794824_0;75.93;2.09;1098.00;0.84;111691945_0;5.10;0.00;tripinfo_1503;453.00;1503;0;2490.22;0.93;0.00;67.25;DEFAULT_VEHTYPE;;0;0.00
1551.00;-43963512#1_0;53.88;9.09;1325.00;1.36;-1263793723_0;5.10;0.00;tripinfo_1812;226.00;1812;0;2187.07;1.14;0.00;69.71;DEFAULT_VEHTYPE;;3;32.00
1552.00;62017785#0_2;60.44;13.69;1252.00;2.32;-244422544#1_0;5.10;0.00;tripinfo_1719;300.00;1719;1;2544.00;1.00;0.00;29.80;DEFAULT_VEHTYPE;;0;0.00
1553.00;-8382393#3_0;101.67;6.51;1211.00;0.76;400062404_0;3.59;0.00;tripinfo_1667;342.00;1667;0;1421.71;0.89;0.00;141.55;DEFAULT_VEHTYPE;;4;95.00
1554.00;-220267108#2_0;45.86;6.11;517.00;0.52;875759960_0;5.10;0.00;tripinfo_709;1037.00;709;0;2138.94;0.88;0.00;764.40;DEFAULT_VEHTYPE;;7;699.00
1554.00;-643081314#1_0;6.54;7.27;1453.00;0.32;-30324793_0;5.10;0.00;tripinfo_1994;101.00;1994;0;604.38;1.02;0.00;28.67;DEFAULT_VEHTYPE;;1;17.00
1555.00;14362919#0_0;60.49;6.98;1055.00;0.92;231475823#0_0;5.10;0.00;tripinfo_1439;500.00;1439;0;1549.58;0.98;0.00;309.06;DEFAULT_VEHTYPE;;6;259.00
1555.00;13853659#1_0;26.91;4.77;1432.00;0.64;231945290#2_0;5.10;0.00;tripinfo_1963;123.00;1963;0;780.43;0.97;0.00;13.30;DEFAULT_VEHTYPE;;0;0.00
1556.00;4690638#0_0;133.07;8.80;1066.00;0.12;1162841664#0_0;5.10;0.00;tripinfo_1479;490.00;1479;1;2926.39;1.21;0.00;201.45;DEFAULT_VEHTYPE;;4;115.00
1556.00;8382299#0_0;95.74;9.14;1075.00;0.52;33301663#0_0;5.10;0.00;tripinfo_1484;481.00;1484;1;4769.68;1.12;0.00;94.33;DEFAULT_VEHTYPE;;2;5.00
1558.00;-70724345#1_0;73.75;7.87;1032.00;0.28;-47895849#3_0;5.10;0.00;tripinfo_1426;526.00;1426;1;2925.17;0.99;0.00;113.90;DEFAULT_VEHTYPE;;6;28.00
1558.00;-43963512#1_0;53.88;9.30;1474.00;0.08;-240549301_0;5.10;0.00;tripinfo_2036;84.00;2036;0;820.88;1.21;0.00;15.02;DEFAULT_VEHTYPE;;0;0.00
1559.00;220267105#1_0;81.03;7.23;1201.00;0.12;510702675#0_0;5.10;0.00;tripinfo_1654;358.00;1654;0;1755.77;0.94;0.00;133.36;DEFAULT_VEHTYPE;;7;79.00
1561.00;-47446166_0;14.14;6.67;1237.00;0.48;413722453#0_0;5.10;0.00;tripinfo_1716;324.00;1716;0;1934.18;0.82;0.00;36.18;DEFAULT_VEHTYPE;;0;0.00
1562.00;5450857#0_0;31.15;7.34;1202.00;0.48;1162841664#0_0;5.10;0.00;tripinfo_1641;360.00;1641;1;1606.48;1.13;0.00;188.07;DEFAULT_VEHTYPE;;3;151.00
1563.00;9387033#0_0;108.23;8.27;1087.00;0.64;-8382282#1_0;5.10;0.00;tripinfo_1488;476.00;1488;1;2983.40;1.01;0.00;125.00;DEFAULT_VEHTYPE;;8;59.00
1563.00;290174551#0_0;68.77;7.70;1397.00;0.36;291949061#0_0;5.10;0.00;tripinfo_1937;166.00;1937;0;809.02;1.00;0.00;36.73;DEFAULT_VEHTYPE;;2;9.00
1564.00;-150276003#1_0;86.27;6.76;1364.00;0.84;-239757874#1_0;5.10;0.00;tripinfo_1878;200.00;1878;0;1297.33;0.87;0.00;20.12;DEFAULT_VEHTYPE;;0;0.00
1565.00;124862953_0;0.20;11.40;1244.00;214.12;628781006#4_0;5.10;0.00;tripinfo_1404;321.00;1404;0;2350.00;0.89;0.00;93.91;DEFAULT_VEHTYPE;;2;55.00
1565.00;13548014_0;191.33;14.03;1407.00;0.00;220137286#1_0;0.20;0.00;tripinfo_1950;158.00;1950;0;1444.19;1.05;0.00;27.72;DEFAULT_VEHTYPE;;1;5.00
1566.00;400062408_0;91.04;6.41;1036.00;0.20;13853661#2_0;5.10;0.00;tripinfo_1415;530.00;1415;1;2667.94;0.82;0.00;78.76;DEFAULT_VEHTYPE;;1;8.00
1566.00;-119180342#1_0;10.01;14.37;1356.00;0.32;265117578_0;5.10;0.00;tripinfo_1869;210.00;1869;0;1903.32;1.10;0.00;18.04;DEFAULT_VEHTYPE;;0;0.00
1567.00;628755544#2_0;48.84;7.97;1481.00;0.68;1091652283_0;5.10;0.00;tripinfo_2056;86.00;2056;0;752.41;1.01;0.00;22.71;DEFAULT_VEHTYPE;;1;10.00
1569.00;-13853663_0;144.02;8.79;1165.00;0.48;-327412184_0;5.10;0.00;tripinfo_1591;404.00;1591;0;2188.74;1.07;0.00;157.26;DEFAULT_VEHTYPE;;6;84.00
1571.00;220267107#1_0;76.49;8.32;667.00;0.20;14858642#0_0;0.20;0.00;tripinfo_915;904.00;915;1;4534.64;1.00;0.00;452.96;DEFAULT_VEHTYPE;;8;311.00
1571.00;14362916#0_0;76.16;7.18;1344.00;0.08;8382410#1_0;5.10;0.00;tripinfo_1861;227.00;1861;0;1339.33;0.94;0.00;53.78;DEFAULT_VEHTYPE;;2;28.00
1574.00;-150275972_0;101.07;7.24;1242.00;0.00;111691945_0;5.10;0.00;tripinfo_1700;332.00;1700;0;2106.25;0.92;0.00;53.74;DEFAULT_VEHTYPE;;2;7.00
1575.00;16233735#0_0;47.46;7.21;1294.00;4.68;47999872_0;5.10;0.00;tripinfo_1781;281.00;1781;0;1874.36;0.96;0.00;44.79;DEFAULT_VEHTYPE;;1;12.00
1575.00;4760584#0_0;78.38;8.28;1492.00;3.04;47999870_0;5.10;0.00;tripinfo_2068;83.00;2068;0;591.80;1.02;0.00;10.46;DEFAULT_VEHTYPE;;0;0.00
1575.00;62017785#0_2;60.44;13.93;1533.00;0.00;-155472436#1_0;5.10;0.00;tripinfo_2125;42.00;2125;0;333.93;1.06;0.00;6.68;DEFAULT_VEHTYPE;;0;0.00
1576.00;198077805#2_0;33.47;14.31;1423.00;0.72;21766158_0;5.10;0.00;tripinfo_1974;153.00;1974;0;1971.86;1.08;0.00;11.32;DEFAULT_VEHTYPE;;0;0.00
1578.00;220267105#1_0;81.03;7.60;1408.00;0.28;-781650841_0;5.10;0.00;tripinfo_1951;170.00;1951;0;1263.86;1.06;0.00;32.12;DEFAULT_VEHTYPE;;0;0.00
1579.00;-7682863#1_0;77.88;5.51;916.00;0.36;258274083#0_0;5.10;0.00;tripinfo_1262;663.00;1262;0;1316.95;0.87;0.00;479.14;DEFAULT_VEHTYPE;;4;438.00
1579.00;8382283#0_0;41.94;7.57;1067.00;0.92;4726694#0_0;5.10;0.00;tripinfo_1464;512.00;1464;0;2856.92;0.99;0.00;141.94;DEFAULT_VEHTYPE;;3;80.00
1581.00;567036033_0;35.92;7.55;1393.00;1.24;-510702678#1_0;5.10;0.00;tripinfo_1908;188.00;1908;1;1260.98;0.91;0.00;19.99;DEFAULT_VEHTYPE;;0;0.00
1584.00;8382368#0_0;151.89;8.17;1303.00;0.72;4726681#1_0;5.10;0.00;tripinfo_1799;281.00;1799;0;2675.95;1.09;0.00;46.54;DEFAULT_VEHTYPE;;1;5.00
1584.00;-31411842#1_0;77.09;5.05;1366.00;1.16;150275995#0_0;5.10;0.00;tripinfo_1872;218.00;1872;0;1417.89;1.06;0.00;51.68;DEFAULT_VEHTYPE;;2;14.00
1584.00;1024105863_0;26.14;8.77;1395.00;0.68;27807643#0_0;5.10;0.00;tripinfo_1931;189.00;1931;0;1524.43;1.16;0.00;59.96;DEFAULT_VEHTYPE;;1;39.00
1586.00;1167764376_0;66.36;6.44;1207.00;0.44;14471542#2_0;5.10;0.00;tripinfo_1648;379.00;1648;0;3009.49;0.91;0.00;58.05;DEFAULT_VEHTYPE;;1;20.00
1588.00;-291949061#2_0;192.70;5.09;1247.00;0.96;4726711#1_0;5.10;0.00;tripinfo_1707;341.00;1707;0;2267.44;0.98;0.00;98.71;DEFAULT_VEHTYPE;;2;44.00
1588.00;14362919#0_0;60.49;7.30;1366.00;0.04;-40493501#4_0;5.10;0.00;tripinfo_1893;222.00;1893;0;1060.07;0.95;0.00;86.03;DEFAULT_VEHTYPE;;2;59.00
1591.00;628755546#0_0;0.94;6.87;1492.00;0.16;-13853658_0;5.10;0.00;tripinfo_2047;99.00;2047;1;593.15;0.94;0.00;35.50;DEFAULT_VEHTYPE;;2;19.00
1592.00;-654207120_0;0.20;2.24;1108.00;0.36;-29023870#1_0;5.10;0.00;tripinfo_1512;484.00;1512;0;3356.21;0.88;0.00;62.14;DEFAULT_VEHTYPE;;0;0.00
1593.00;628782529#0_0;83.94;5.16;487.00;0.24;-220267247#0_0;5.10;0.00;tripinfo_658;1106.00;658;0;2379.73;0.71;0.00;753.23;DEFAULT_VEHTYPE;;8;672.00
1594.00;-654207127#3_0;12.67;2.73;1522.00;0.12;-121794822#3_0;5.10;0.00;tripinfo_2104;72.00;2104;0;155.74;1.01;0.00;16.18;DEFAULT_VEHTYPE;;0;0.00
1595.00;47426244#2_0;59.91;3.97;1314.00;0.76;111691945_0;5.10;0.00;tripinfo_1817;281.00;1817;0;1940.93;1.04;0.00;55.78;DEFAULT_VEHTYPE;;3;20.00
1595.00;28275167_0;44.02;9.57;1371.00;0.28;31519076#1_0;5.10;0.00;tripinfo_1901;224.00;1901;1;1633.62;1.19;0.00;30.17;DEFAULT_VEHTYPE;;0;0.00
1596.00;4422176_0;179.82;10.57;1196.00;75.76;591680761#1_0;5.10;0.00;tripinfo_1542;400.00;1542;0;2335.74;0.79;0.00;115.30;DEFAULT_VEHTYPE;;3;47.00
1596.00;960773148#0_0;23.82;2.34;1339.00;0.12;244422543#0_0;5.10;0.00;tripinfo_1854;257.00;1854;0;1200.80;0.94;0.00;49.00;DEFAULT_VEHTYPE;;1;4.00
1596.00;8382320#0_0;38.06;7.33;1375.00;0.36;-220267106#1_0;5.10;0.00;tripinfo_1887;221.00;1887;0;1321.68;0.97;0.00;57.23;DEFAULT_VEHTYPE;;2;31.00
1597.00;-132148870#2_0;16.35;9.76;1437.00;0.28;628781006#1_0;5.10;0.00;tripinfo_1976;160.00;1976;0;1246.20;1.19;0.00;33.33;DEFAULT_VEHTYPE;;2;4.00
